ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability,Medium,,,
medium,medium,17156.33671,high,349.772176,477.0239651,16.57405983,92.9457572,high,1,low,,,
medium,medium,43195.47367,medium,307.5634549,365.0941435,8.127542868,77.55495328,medium,1,high,,,
medium,low,33473.11252,medium,297.4044974,460.4153864,20.78959171,93.3007329,high,1,medium,,,
medium,low,23112.50444,high,362.1469773,471.4447687,13.76023094,90.30630974,high,1,medium,,,
medium,low,14343.42321,high,462.474215,435.418245,15.84604761,66.39629295,medium,1,low,,,
medium,high,25363.01659,high,318.465146,425.9842127,11.81323117,67.65102459,high,1,medium,,,
medium,medium,26369.02657,medium,248.3043909,488.9541644,13.02213512,54.0608511,medium,1,medium,,,
medium,low,41569.95199,medium,354.2502518,368.224575,12.99726326,69.26020923,medium,1,high,,,
medium,low,23257.20883,high,333.7757766,443.8433994,11.0539246,74.10818032,medium,1,medium,,,
high,low,31883.01031,medium,333.7757766,453.7579722,14.63243828,82.65063482,medium,1,medium,,,
medium,medium,7929.504749,high,386.0387902,401.2562923,16.65011437,31.17403937,medium,1,low,,,
medium,low,20425.76649,high,333.7757766,310.2619742,14.94221731,66.39629295,medium,1,medium,,,
medium,low,8136.071591,high,400.2745792,270.7940588,11.30058731,53.20184836,high,1,low,,,
medium,medium,23961.50453,medium,333.7757766,330.0786128,11.42337702,59.26709921,high,1,medium,,,
medium,low,27352.34341,high,421.4860892,314.5298134,20.31461674,83.70793779,high,1,medium,,,
medium,low,21919.59344,medium,287.5708839,434.9545189,8.64249441,84.58196267,medium,1,medium,,,
medium,high,18909.84601,high,333.7757766,427.8114563,17.15196898,77.81069949,high,1,low,,,
medium,low,26755.71884,medium,333.7757766,437.3485849,15.58190274,61.85352795,high,1,medium,,,
medium,medium,9323.21829,high,377.2216723,341.7164586,15.66995529,67.23005672,high,1,low,,,
medium,medium,9632.730976,medium,333.7757766,496.6034248,16.15496381,91.46170878,high,1,low,,,
medium,low,31920.58469,high,423.876297,415.0065756,12.3928694,83.70704536,medium,1,medium,,,
medium,low,14704.90625,high,333.7757766,464.8513219,14.02860216,61.44694473,medium,1,low,,,
medium,low,22377.27295,medium,338.0275987,430.1851618,17.66455498,68.57319774,high,1,medium,,,
high,low,38767.75637,high,357.3847087,443.0374169,13.3078238,62.82668747,high,1,high,,,
medium,medium,22981.74941,high,289.9459845,433.9740225,15.15381695,74.76510056,medium,1,medium,,,
medium,low,20269.73128,medium,314.4524251,316.2780291,17.86553321,85.19251082,high,1,medium,,,
medium,low,10343.37885,high,333.7757766,366.3795436,17.12586347,66.39629295,high,1,low,,,
high,low,24266.51789,high,338.293868,418.2637575,13.2658526,66.57795245,medium,1,medium,,,
medium,medium,24145.38576,high,312.3354721,426.0834788,17.95000056,54.98387785,high,1,medium,,,
medium,medium,10823.30037,medium,333.7757766,343.9724054,15.23864173,65.61470498,high,1,low,,,
medium,medium,13376.68047,high,335.0542435,403.7542555,10.90547626,75.33302517,high,1,low,,,
medium,low,12767.65623,high,421.39399,471.7831534,8.412402057,66.16343924,medium,1,low,,,
medium,low,9844.702293,high,333.7757766,322.5334232,11.30924507,70.11674609,high,1,low,,,
medium,low,19693.90677,medium,333.0733642,312.8693643,12.37627228,32.76116092,high,1,medium,,,
medium,low,22523.12455,high,436.2940712,305.834487,11.00959203,92.48188502,medium,1,medium,,,
high,medium,22624.03418,medium,288.6784626,336.8246562,16.70192017,68.79306179,medium,1,medium,,,
medium,medium,12308.23384,medium,321.6964552,453.6375097,11.28338664,91.94218052,high,1,low,,,
high,low,12610.93631,medium,305.8555705,377.6189451,13.30939096,43.01942665,high,1,low,,,
medium,medium,20129.35879,high,355.4438313,585.166427,10.74214585,40.77385621,high,1,medium,,,
medium,medium,12723.3421,medium,314.1432699,309.6084112,19.21837404,54.26800807,high,1,low,,,
high,high,17851.06402,high,241.4469173,417.6737022,9.809669142,79.39710489,medium,1,low,,,
medium,low,17101.95157,high,381.1804665,591.801472,12.31249282,59.68051842,medium,1,low,,,
medium,low,17121.50592,medium,292.2878884,440.3178709,10.00814598,61.67980126,high,1,low,,,
medium,low,19639.796,medium,317.4674988,279.6468038,10.81167299,81.5264574,medium,1,medium,,,
medium,medium,11694.63529,medium,335.7960815,517.5468169,15.9318794,66.55141892,high,1,low,,,
medium,low,20019.26121,high,357.9097952,480.1431086,11.31600157,54.94399196,high,1,medium,,,
medium,low,17045.60009,high,476.5397173,355.578481,15.35242482,74.76097575,medium,1,low,,,
medium,low,19003.9639,high,408.2426703,385.0148668,16.14825846,83.33251626,medium,1,low,,,
medium,low,30021.25708,medium,288.2315179,365.1481516,13.68083772,91.92574167,high,1,medium,,,
medium,low,19231.03329,medium,299.7867108,394.8293259,11.98396088,69.85313474,high,1,medium,,,
medium,low,41801.44184,high,373.2128081,368.0795101,12.76414071,96.79540303,high,1,high,,,
high,low,24755.96026,high,323.4000316,277.4127111,12.4935102,61.27523403,medium,1,medium,,,
medium,low,16242.06028,high,318.9924059,354.1018299,15.07245018,84.11567338,high,1,low,,,
medium,medium,27547.80706,high,373.5718778,406.198555,18.78167888,66.39629295,medium,1,medium,,,
medium,low,18743.22249,medium,261.213317,451.0158383,10.85191677,66.39629295,medium,1,low,,,
medium,low,13691.09497,medium,378.77572,430.4187865,13.62132497,100.8217919,high,1,low,,,
medium,low,7105.800709,high,333.7757766,571.8220682,13.21648859,61.08465194,medium,1,low,,,
medium,medium,28630.95442,medium,327.9493964,313.0915196,16.58907204,72.97674144,medium,1,medium,,,
medium,medium,26912.22842,medium,328.81876,468.5550615,17.40726104,104.207104,high,1,medium,,,
medium,low,7028.839617,high,317.8375252,327.6509039,15.55358847,66.39629295,medium,1,low,,,
medium,medium,14799.31146,medium,254.729932,360.0589598,13.61755978,66.39629295,high,1,low,,,
medium,low,13197.56681,medium,353.0119744,472.7093809,11.0588185,64.66330907,medium,1,low,,,
high,low,9559.547392,high,350.5779501,418.2000717,12.29376979,49.0092564,medium,1,low,,,
medium,medium,19271.90312,medium,327.717408,457.5115872,17.96873601,66.39629295,medium,1,medium,,,
medium,high,12138.42295,high,368.8420115,610.6295503,9.386798894,91.40211169,medium,1,low,,,
medium,low,18419.13288,medium,290.0528022,401.0588017,10.28528265,66.4205789,high,1,low,,,
medium,medium,21768.64074,medium,256.5904511,401.7754572,9.025661104,53.01958497,high,1,medium,,,
medium,medium,17739.19896,medium,318.2457103,484.0922845,18.52710477,80.46281041,medium,1,low,,,
medium,low,10112.20732,high,326.1684795,479.9205378,15.91891223,60.33979353,high,1,low,,,
medium,low,18321.3275,high,369.9062775,299.4049766,18.70365696,62.86852727,medium,1,low,,,
medium,low,16403.95238,high,417.6024458,347.4644191,13.31442174,58.22098154,high,1,low,,,
medium,low,24930.19881,high,367.8531795,462.9937287,12.57442047,17.52776496,medium,1,medium,,,
medium,high,32358.5386,high,266.8031231,352.1959121,14.65080895,59.15884348,high,1,medium,,,
medium,low,16079.36125,medium,284.6242699,522.6005118,14.39551852,78.8684647,high,1,low,,,
medium,low,17416.80178,high,333.7757766,440.4711976,11.04745568,60.93598707,medium,1,low,,,
medium,medium,14179.62274,high,392.3805285,306.3862826,7.122391113,41.19050736,medium,1,low,,,
medium,low,11877.23665,high,425.7103307,471.0735367,15.35394973,74.88567577,medium,1,low,,,
medium,medium,20411.66438,high,337.1110167,443.2087743,14.52338912,64.12174013,high,1,medium,,,
medium,low,24196.26441,medium,291.9186741,554.2213897,14.27710289,53.48194274,high,1,medium,,,
medium,low,30453.62319,high,406.0380682,288.3687128,12.86141736,72.18701487,high,1,medium,,,
medium,medium,20098.19952,high,304.6805992,382.5026998,18.8387354,53.81543482,medium,1,medium,,,
medium,low,17465.34558,medium,333.7757766,351.5754114,18.9385279,53.13713188,medium,0,low,,,
medium,medium,4425.42644,high,362.2965521,513.1888415,12.70446004,40.54603685,high,0,low,,,
medium,low,48175.85209,medium,449.2676875,456.185338,20.68097473,77.13750041,medium,0,high,,,
medium,high,11684.11164,high,333.7757766,541.7550825,13.40814649,54.61912764,high,0,low,,,
medium,medium,17017.42996,medium,300.4026201,387.9713358,13.40673745,43.07518647,medium,0,low,,,
medium,medium,23031.21581,high,285.4326814,491.880578,11.02690948,85.24187346,medium,0,medium,,,
medium,medium,27824.19048,high,273.0868901,487.625733,9.696477803,69.69702548,medium,0,medium,,,
medium,medium,16769.89055,high,334.6195242,499.0709093,19.33914307,81.09874611,medium,0,low,,,
medium,medium,25521.88922,low,333.7757766,483.7979676,15.74191083,78.81085249,high,0,medium,,,
medium,low,11339.16605,high,423.1874849,502.8830673,7.360771583,76.29028546,high,0,low,,,
high,low,14702.05907,medium,333.7757766,408.3601989,6.732793598,90.99326781,high,0,low,,,
medium,low,13490.60815,medium,372.7483191,492.7034162,11.66575309,48.71029322,medium,0,low,,,
medium,medium,22581.22449,high,333.7757766,511.4851573,16.18354243,77.83952139,medium,0,medium,,,
medium,low,31528.94869,medium,333.7757766,471.0471287,15.43828677,56.53238715,medium,0,medium,,,
medium,medium,22411.00686,high,312.2832102,512.3365277,6.30605546,55.06524301,medium,0,medium,,,
medium,low,13351.41383,medium,356.6222215,390.2852661,14.39160618,81.08245565,high,0,low,,,
medium,medium,21179.76259,high,234.6098078,252.9683278,12.24948915,59.52300261,high,0,medium,,,
medium,low,9265.104948,high,347.4212659,355.1757122,12.76254632,67.15953241,medium,0,low,,,
medium,medium,25337.12296,high,317.9832359,409.4272358,10.75484155,30.96584429,medium,0,medium,,,
high,low,16431.2049,medium,359.3925667,420.3942228,15.85679712,100.7123059,medium,0,low,,,
medium,low,19617.30849,medium,390.7458255,462.9676393,18.69872993,82.9046574,medium,0,medium,,,
medium,medium,26296.9483,medium,288.3568559,291.3042116,12.32733519,57.30357735,medium,0,medium,,,
medium,medium,20389.59382,high,225.5166278,275.9865953,9.650786456,52.64002548,high,0,medium,,,
medium,medium,15413.89615,medium,324.5051897,339.6418823,4.473092264,71.19049628,high,0,low,,,
medium,medium,38468.41358,medium,315.9967929,370.7956045,12.21941068,83.66887899,medium,0,high,,,
medium,medium,34353.83973,medium,317.7088539,590.3251265,13.5569112,89.45357545,medium,0,medium,,,
medium,medium,12356.90562,high,333.7757766,473.4153779,15.70689398,73.17019823,high,0,low,,,
medium,medium,19331.19404,high,306.182925,478.654518,13.25447539,92.86455713,high,0,medium,,,
high,low,27959.92616,medium,390.9103283,415.0507563,17.65879359,66.39629295,medium,0,medium,,,
medium,high,17506.6088,high,247.6457432,321.236814,12.09216676,39.44859287,medium,0,low,,,
medium,low,40483.73039,high,385.9537304,397.4417128,17.20160787,73.64699561,medium,0,high,,,
medium,low,14708.47419,medium,382.3189607,388.1375309,16.62195941,69.167847,high,0,low,,,
medium,low,22520.41864,low,393.6845872,520.4105053,19.24955045,50.02993329,medium,0,medium,,,
medium,high,21532.51923,high,333.7757766,391.2587937,16.54386888,59.24608623,medium,0,medium,,,
medium,low,17679.3511,high,333.7757766,400.5663301,12.84182829,60.87015055,high,0,low,,,
medium,low,25419.55166,high,359.4265371,417.4247663,16.78714533,38.10700463,medium,0,medium,,,
medium,low,21607.48324,medium,269.7075858,536.3369828,13.83929651,77.55032727,medium,0,medium,,,
medium,low,22603.64945,high,340.2457661,430.0785909,23.23432591,72.79991739,high,0,medium,,,
medium,low,22527.68121,high,318.8534483,351.0242557,14.01914892,64.4074978,high,0,medium,,,
medium,medium,14254.66132,high,331.3018775,451.7344167,19.6409225,73.20154424,high,0,low,,,
medium,low,12715.81428,high,333.7757766,503.8963569,17.40892171,77.38284144,medium,0,low,,,
medium,medium,27283.78065,medium,333.7757766,438.6196351,13.08908602,58.08399266,medium,0,medium,,,
medium,low,26420.80956,medium,333.7757766,400.3428119,18.33085625,40.49559628,low,0,medium,,,
high,medium,20117.35906,medium,333.7757766,574.4028275,17.77801461,56.35295296,medium,0,medium,,,
medium,medium,40847.76015,high,255.5446784,393.5338792,12.46504348,27.0957029,medium,0,high,,,
medium,high,23027.54976,high,285.7447584,368.629147,17.12080332,43.66708226,medium,0,medium,,,
medium,low,16364.15941,medium,333.7757766,559.0028538,14.39304637,56.29025198,medium,0,low,,,
medium,low,7990.891468,medium,337.9404817,347.7480612,13.75756405,75.53536915,medium,0,low,,,
high,medium,39251.18213,high,314.4715658,452.9702847,12.0659628,78.54971219,medium,0,high,,,
medium,medium,17258.11403,high,333.7757766,384.0872809,5.051694615,70.83321861,medium,0,low,,,
medium,medium,13886.80971,high,333.7757766,337.6321732,8.863614187,63.64692149,medium,0,low,,,
medium,low,14642.20554,medium,297.329355,525.8794084,16.07111983,74.90970542,high,0,low,,,
medium,low,26678.39288,medium,290.7032363,421.220228,13.88135748,65.89139218,medium,0,medium,,,
medium,low,17796.37464,medium,399.9407844,391.3242155,18.14856179,63.69861686,medium,0,low,,,
medium,medium,38413.05709,medium,333.9019892,386.2983586,14.53115476,33.91835076,high,0,high,,,
medium,low,6879.764653,high,354.2890348,422.3410482,14.79395985,46.04306451,medium,0,low,,,
medium,medium,15931.42923,medium,357.7940881,402.8747986,7.96047754,63.69851444,high,0,low,,,
medium,low,30566.7675,high,345.1449576,430.9595045,15.3294379,47.02138185,medium,0,medium,,,
medium,low,12855.34624,low,324.0555922,371.2119513,18.69391504,54.28062385,high,0,low,,,
low,high,18979.98169,high,333.7757766,417.4125312,15.25279421,22.74973504,high,0,low,,,
medium,medium,32858.4831,medium,322.7503277,444.9576179,13.02743928,77.82980159,medium,0,medium,,,
medium,medium,11288.63472,medium,306.7968615,441.4985004,17.22914943,65.3402127,high,0,low,,,
low,low,38633.30517,high,411.5808301,436.774598,14.39583877,64.60146839,high,0,high,,,
high,high,21379.96393,low,333.7757766,426.8833667,13.78298874,34.44829325,high,0,medium,,,
medium,low,26012.13028,medium,337.7537758,328.2172512,15.23112896,92.25506242,high,0,medium,,,
medium,medium,21292.82875,high,300.2204275,412.7085568,6.478625964,80.63780587,medium,0,medium,,,
high,low,32873.82002,high,356.2630798,329.5041913,15.28065324,83.78347669,medium,0,medium,,,
medium,low,13688.07434,medium,320.5323627,400.1498058,19.87360427,46.91334159,high,0,low,,,
medium,low,12490.55828,high,389.8097463,423.963995,15.37377985,68.969793,high,0,low,,,
high,medium,36873.55799,high,300.3984351,420.5492185,7.168607177,90.76177553,medium,0,medium,,,
low,low,27468.68171,high,284.9459493,499.8547966,13.50127057,76.44396141,medium,0,medium,,,
medium,medium,27172.89357,high,333.7757766,553.6444595,8.027568475,78.23717969,medium,0,medium,,,
medium,low,25927.26543,medium,333.7757766,489.7968884,19.67070272,65.04000733,medium,0,medium,,,
high,low,30301.85667,medium,367.1541839,552.074544,7.73310927,91.44335576,medium,0,medium,,,
medium,low,15189.32782,medium,354.4446094,381.6854172,20.2120884,97.41888566,medium,0,low,,,
medium,low,14230.41913,high,342.6734093,322.7356853,18.51158554,77.71030699,medium,0,low,,,
medium,medium,29344.84448,high,341.1636312,339.7299878,16.21767979,77.60302139,medium,0,medium,,,
medium,low,23556.93435,high,405.169386,536.8895891,16.21496565,77.5820505,high,0,medium,,,
medium,low,14444.2896,high,333.7757766,354.7649403,10.6829209,37.36337117,medium,0,low,,,
high,low,14905.25591,medium,376.3345659,438.515587,8.597973316,92.82832061,high,0,low,,,
medium,medium,24790.7246,high,314.8713417,326.3508725,19.31253635,84.37732322,medium,0,medium,,,
medium,medium,20169.34425,medium,316.1058923,573.0337789,14.64270908,66.39629295,high,0,medium,,,
medium,medium,19806.4113,high,354.1759723,395.2972755,12.09525149,63.76770204,medium,0,medium,,,
medium,medium,18543.49936,high,339.4024397,407.3195393,21.30504837,63.07159747,medium,0,low,,,
medium,low,20109.02627,medium,365.2086922,326.6271313,13.88332895,73.43822049,medium,0,medium,,,
medium,high,15433.13484,high,314.1626019,467.6280725,10.88002787,68.97517593,medium,0,low,,,
medium,low,30722.29823,high,333.7757766,510.9823292,16.42773933,47.13700036,high,0,medium,,,
medium,high,28327.16734,medium,339.8389768,354.6673118,14.97900007,73.00849576,medium,0,medium,,,
medium,low,31409.06398,high,333.7757766,457.646782,9.812921149,56.92186165,medium,0,medium,,,
medium,medium,10194.32541,high,281.7717071,496.3508753,12.6246132,87.34283315,medium,0,low,,,
medium,low,7764.438022,high,333.7757766,479.0918451,13.74428378,51.49711211,high,0,low,,,
medium,low,13121.17194,medium,333.7757766,485.8662579,18.78051983,81.94610645,high,0,low,,,
medium,low,26188.16217,medium,308.2036941,453.9547573,16.06273897,31.55501016,high,0,medium,,,
medium,low,16174.43374,high,333.7757766,410.4797337,14.54546513,60.14011673,medium,0,low,,,
low,low,19240.0582,high,306.4795583,406.0856141,9.57860245,45.48073806,high,0,medium,,,
medium,medium,35273.97623,high,333.7757766,403.5604823,12.52012614,59.04699355,high,0,medium,,,
medium,medium,29706.23422,medium,264.285069,497.4771505,16.38119482,46.30352278,high,0,medium,,,
high,medium,23978.10768,medium,334.571785,381.1593537,14.39874024,48.29949653,medium,0,medium,,,
medium,low,38886.38768,medium,349.9852426,495.0370675,14.24768198,77.0942343,high,0,high,,,
high,low,12352.81111,medium,335.2169277,485.5831879,8.280181032,63.94417834,high,0,low,,,
high,medium,13394.73161,medium,330.9784658,436.1649753,11.89570044,55.92182717,medium,0,low,,,
medium,low,14110.92097,medium,287.706912,332.1995072,10.3274762,77.26146784,medium,0,low,,,
medium,low,32156.81944,high,334.7534106,472.3299948,16.07344923,73.71021796,high,0,medium,,,
high,low,14812.97064,medium,460.107069,444.9295836,13.99513554,78.34841499,high,0,low,,,
medium,medium,31321.08243,medium,348.9000157,341.2099365,15.17836842,68.98196616,medium,0,medium,,,
medium,medium,16828.8806,high,360.3887983,359.6221866,15.16317891,58.94560493,high,0,low,,,
medium,low,12215.40908,medium,409.5019532,327.9245609,14.40755462,64.64499261,medium,0,low,,,
medium,high,15040.84148,high,333.7757766,354.1118604,11.78338316,92.22773294,high,0,low,,,
medium,low,27414.89912,high,318.7902016,532.1847408,21.46949128,78.22774764,high,0,medium,,,
medium,low,19015.46827,medium,333.7757766,478.9989727,18.92897905,80.20284499,medium,0,low,,,
medium,low,16679.67362,high,373.1971458,485.1092148,15.46998024,52.81293151,high,0,low,,,
medium,medium,26730.63533,high,318.1726874,434.3883037,11.66532921,59.77564205,medium,0,medium,,,
medium,low,21021.41826,medium,351.4186342,377.0751326,10.67825495,68.85219615,medium,0,medium,,,
medium,medium,17181.00881,medium,312.0080945,513.5403984,17.70310393,70.29121366,high,0,low,,,
medium,medium,24497.87394,medium,314.9868005,407.1023017,13.77167997,36.18353587,medium,0,medium,,,
medium,low,17176.87895,high,290.7091699,365.1405794,12.67950093,69.07443757,high,0,low,,,
medium,low,27417.99804,high,371.4054069,370.2898377,16.94256578,66.39629295,medium,0,medium,,,
medium,high,15379.91276,medium,289.1421749,421.1330348,9.631649747,71.70322701,high,0,low,,,
medium,medium,9929.19481,medium,306.1692512,413.655951,10.26277763,64.52918474,medium,0,low,,,
medium,low,16701.56598,medium,368.2176798,356.294341,18.63860277,61.46280651,medium,0,low,,,
medium,medium,13163.03128,medium,333.7757766,489.4493051,17.63803947,66.39629295,high,0,low,,,
medium,medium,18622.4448,medium,338.06369,540.8995403,9.980418463,84.57008277,medium,0,low,,,
high,low,27912.90826,medium,356.6452541,278.5026326,12.60620441,65.51136125,medium,0,medium,,,
medium,low,27163.45788,high,383.1131141,355.1849348,17.00349495,53.79972018,medium,0,medium,,,
medium,medium,13122.32958,medium,333.7757766,388.969021,21.08555041,70.26635473,high,0,low,,,
high,low,40626.84781,medium,427.1845083,530.2170079,19.97031761,49.80984101,high,0,high,,,
medium,low,31795.62561,medium,445.3595467,338.5099837,12.8188163,59.26919288,high,0,medium,,,
medium,high,31017.23942,high,286.3275624,490.9426507,12.92643494,22.21932677,high,0,medium,,,
medium,medium,28919.81178,high,306.6473845,431.3706622,17.42714462,56.43564639,high,0,medium,,,
high,low,20081.74536,medium,333.7757766,428.9064317,18.14347397,65.3604654,high,0,medium,,,
medium,low,13901.64468,high,353.1763283,321.3645185,19.34049879,85.37196089,medium,0,low,,,
low,high,45050.00228,medium,266.5622105,569.5812878,17.30153609,79.597988,medium,0,high,,,
high,low,16488.01751,medium,333.7757766,485.3791563,11.0478439,66.39629295,high,0,low,,,
high,low,25825.38701,medium,458.4410723,554.1390374,15.97619573,87.4718213,high,0,medium,,,
medium,medium,18464.90077,medium,352.3037707,417.1844458,19.68349292,49.23680886,medium,0,low,,,
medium,low,13742.14597,high,305.7965294,508.8510531,12.24462226,62.96779323,medium,0,low,,,
high,low,12937.24689,low,400.6917743,385.4096085,16.57419003,50.52655122,high,0,low,,,
medium,high,32037.60547,high,273.3843106,306.8374019,11.79623473,70.01966581,medium,0,medium,,,
medium,low,23898.97448,medium,367.7618582,397.8455658,15.24034941,66.39629295,high,0,medium,,,
medium,medium,30592.54883,high,333.7757766,410.5090897,7.996294863,101.1586753,high,0,medium,,,
high,low,320.9426113,medium,333.7757766,445.931207,9.416901598,57.36364725,high,0,low,,,
high,medium,17182.45036,high,385.2366564,321.8674741,11.48352362,85.30071701,high,0,low,,,
medium,medium,19946.26467,high,347.6308336,598.6628774,10.54234179,91.11869819,high,0,medium,,,
medium,low,33892.24595,high,284.9457587,288.5176973,15.7366419,62.75730663,medium,0,medium,,,
high,low,27435.30656,medium,415.4508101,400.0035891,11.94985385,62.25688126,medium,0,medium,,,
medium,low,34920.03935,high,333.7757766,386.661205,15.51492959,30.55631047,medium,0,medium,,,
medium,low,24435.64208,high,323.8243755,406.0944271,10.88121534,65.71471834,high,0,medium,,,
high,low,39430.30782,high,394.1965212,339.3553332,6.658138625,66.39629295,medium,0,high,,,
medium,low,15422.22089,high,333.7757766,398.5742148,14.82443288,69.25278308,high,0,low,,,
medium,high,9138.029344,high,279.0010038,469.2876307,11.75242084,73.99704616,medium,0,low,,,
medium,high,26062.44722,high,295.6188377,383.4550683,18.32287885,94.41630108,low,0,medium,,,
medium,low,8240.812709,medium,307.7527028,370.6005778,15.13809378,96.60054207,high,0,low,,,
medium,medium,11174.27476,high,333.7757766,379.1728036,28.3,79.63306397,medium,0,low,,,
high,low,19359.42882,medium,404.1043121,399.6725564,17.62359407,76.83122645,medium,0,medium,,,
high,low,25366.7979,medium,333.7757766,436.2031128,13.92794627,71.83405763,high,0,medium,,,
medium,low,11234.04147,medium,404.3430765,440.9520714,12.35272154,72.03364436,high,0,low,,,
medium,medium,8129.734919,medium,361.6313811,294.9912247,5.537059329,81.45394122,high,0,low,,,
medium,low,38781.45742,high,298.1924062,533.2883507,14.35649568,68.12076148,high,0,high,,,
medium,medium,13630.04731,high,214.4608338,356.3478419,14.41273359,54.64117553,medium,0,low,,,
medium,low,39233.09884,medium,388.3127251,494.2887842,14.29769575,84.80296983,high,0,high,,,
medium,low,18844.03703,high,369.2106713,387.8680752,14.1494731,48.96599558,medium,0,low,,,
medium,low,26597.58645,medium,327.2612021,379.4924534,8.335244529,90.31206176,high,0,medium,,,
medium,high,19323.67725,high,256.0895168,554.5736619,13.71173747,97.7140489,medium,0,medium,,,
medium,low,23567.13288,high,333.7757766,490.6441377,16.33794929,66.39629295,medium,0,medium,,,
medium,low,24028.40541,high,384.6548025,398.6479443,17.85824171,72.23652477,high,0,medium,,,
medium,low,26098.63796,medium,333.7757766,321.905681,18.87093884,66.39629295,medium,0,medium,,,
high,low,23565.1784,medium,354.0372932,330.2115153,16.25700237,66.39629295,high,0,medium,,,
medium,medium,25702.51867,high,283.9759925,350.9092266,19.86138156,61.8361853,high,0,medium,,,
medium,low,14158.15728,medium,379.3749332,473.8049105,13.08287175,63.03516289,high,0,low,,,
medium,medium,43110.50372,high,346.2853289,466.103008,11.46843204,41.25286912,medium,0,high,,,
medium,medium,24789.35473,high,302.3257718,458.3667847,13.30485235,65.318835,medium,0,medium,,,
medium,medium,32651.80276,high,305.0400259,419.4530877,12.75811406,60.31920264,high,0,medium,,,
medium,low,13129.14984,high,287.0125645,345.0839364,17.273966,58.41151474,high,0,low,,,
medium,low,32808.3075,high,382.3415896,489.0470441,8.866966526,57.8774554,medium,0,medium,,,
medium,low,22939.14438,medium,333.7757766,474.6179536,9.604154965,61.83571167,medium,0,medium,,,
high,low,11643.66348,medium,333.7757766,367.6889906,13.42516473,87.38198134,medium,0,low,,,
medium,low,22185.76396,medium,289.0143482,410.1013089,12.9246531,83.65219038,medium,0,medium,,,
medium,medium,26138.09761,high,333.7757766,351.1801006,13.039764,63.16396948,medium,0,medium,,,
medium,low,3413.081633,medium,344.8797537,402.6645821,15.4597516,76.98723151,high,0,low,,,
medium,medium,13319.49571,high,329.1670178,431.096425,10.61983085,66.39629295,high,0,low,,,
medium,medium,14450.17575,medium,313.353813,455.693256,16.02194073,52.15347185,medium,0,low,,,
medium,low,20472.87459,high,333.7757766,379.5379369,17.60406646,58.831969,high,0,medium,,,
medium,low,41452.62557,high,311.2535646,340.6306415,13.62381347,95.49467973,high,0,high,,,
medium,low,35899.28031,medium,340.2759489,433.4604373,10.7939957,75.89570012,medium,0,medium,,,
medium,medium,22330.46679,medium,391.6668777,422.4895962,9.06690217,48.25046774,high,0,medium,,,
high,medium,12838.91437,medium,373.7461928,340.5662445,19.08488285,53.85605542,medium,0,low,,,
medium,high,17375.97074,high,272.1975647,384.3806692,16.07830522,54.40446127,medium,0,low,,,
medium,low,33244.5556,high,384.1172466,310.0748512,23.31769912,81.1295428,medium,0,medium,,,
high,medium,15973.68689,medium,310.2865771,471.5535946,10.64455442,49.77194099,medium,0,low,,,
medium,low,28612.26611,medium,377.8751931,285.3499428,17.03042901,48.9291399,medium,0,medium,,,
medium,high,13939.29402,high,248.7119634,396.9112142,15.51220766,65.80533075,medium,0,low,,,
medium,low,18438.82339,medium,433.6338999,342.7253184,9.113945216,88.32860483,high,0,low,,,
medium,medium,11705.07228,medium,347.9864477,424.6497728,13.02799983,55.98397317,high,0,low,,,
medium,medium,23254.00962,high,284.407842,478.7669705,16.83629125,74.38357982,medium,0,medium,,,
medium,low,23535.0289,medium,375.7186596,350.3447084,11.71889473,75.49873682,high,0,medium,,,
medium,medium,16892.89566,high,369.038841,477.2353813,12.47511872,60.80690207,medium,0,low,,,
high,low,15327.87972,medium,417.2453878,267.8017107,10.36823018,75.43614701,high,0,low,,,
medium,medium,15911.35751,medium,418.4942436,573.1595907,19.89268025,50.1705225,high,0,low,,,
medium,high,45148.80812,medium,333.7757766,338.8141646,17.50851596,74.72782069,medium,0,high,,,
medium,medium,27768.38287,medium,263.2684163,274.7647028,14.35295526,57.62336769,medium,0,medium,,,
medium,medium,29999.98701,medium,267.6808262,323.1575175,8.666283308,88.67926505,medium,0,medium,,,
medium,low,15824.82271,high,352.316182,527.6882417,15.79262497,52.26848971,medium,0,low,,,
high,low,24359.47041,low,416.6983846,427.7938337,14.99298978,95.80480037,medium,0,medium,,,
medium,low,23512.83796,high,377.9900086,597.486041,8.939818292,45.72130807,medium,0,medium,,,
high,high,14610.41283,high,333.7757766,368.8346037,14.39739294,50.77529347,medium,0,low,,,
high,medium,11351.86186,medium,320.2601195,464.8033302,15.6276407,61.65474396,high,0,low,,,
high,low,29307.12894,medium,333.7757766,302.4223185,14.52986411,41.39276825,medium,0,medium,,,
medium,medium,21103.30319,high,325.6329598,502.053001,17.01285622,64.49982558,medium,0,medium,,,
medium,low,26484.51532,high,403.7884299,465.1268383,16.88421403,77.51544432,high,0,medium,,,
high,medium,24316.16334,high,378.7587148,418.6975296,13.60807513,66.39629295,medium,0,medium,,,
medium,high,12253.30339,high,251.3839437,439.7015995,9.557030905,54.23543289,medium,0,low,,,
low,low,13749.59604,high,299.2416239,447.3037558,12.45191188,63.16311346,high,0,low,,,
