Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
728,62,2,24,2,97,4,3,8,4,4.8,2,4,2,2,37,6,3
729,29,2,12,2,78,27,2,17,4,3.7,2,4,2,2,12,5,3
730,41,2,23,1,56,23,1,1,3,3.2,2,2,2,2,46,5,3
731,48,2,4,3,25,21,2,10,3,3.9,2,5,2,2,28,6,4
732,43,2,5,4,28,4,2,19,2,3.5,2,3,2,2,30,5,4
733,34,2,17,2,57,29,1,3,2,2.8,2,2,2,2,28,2,2
734,45,2,6,2,36,39,1,6,1,2.7,2,1,2,2,20,4,2
735,65,2,17,2,69,30,3,23,4,3.1,2,2,2,2,39,1,3
736,61,2,23,1,48,26,2,15,1,3.6,2,1,2,2,48,2,2
737,18,2,6,2,58,6,1,13,2,2.9,2,1,2,2,32,3,3
738,47,2,23,1,24,27,2,21,2,3.6,2,6,2,2,28,5,1
739,56,2,23,1,31,23,1,15,4,3.5,2,1,2,2,27,6,6
740,64,2,19,2,29,23,3,18,3,3.5,2,3,2,2,26,6,2
741,26,2,12,2,69,41,2,15,3,2.8,2,4,2,2,22,3,4
742,22,2,25,2,79,48,4,25,3,4.7,2,3,2,2,23,1,3
743,64,2,14,2,39,28,2,5,3,3.1,2,2,2,2,21,4,6
744,21,2,23,1,84,33,1,8,1,4.9,2,3,2,2,36,2,7
745,67,2,4,3,66,13,3,5,2,4.1,2,4,2,2,42,4,2
746,46,2,25,2,92,22,1,15,1,4.7,2,5,2,2,4,6,5
747,40,2,15,3,45,22,2,19,4,2.5,2,3,2,2,47,3,1
748,51,2,19,2,74,36,1,7,2,4.4,2,4,2,2,13,1,7
749,35,2,9,1,39,41,1,4,1,3.9,2,3,2,2,8,1,6
750,56,2,16,1,71,36,2,14,4,3.7,2,5,2,2,11,4,6
751,25,2,25,2,95,20,1,23,1,3.4,2,3,2,2,5,6,1
752,65,2,7,1,72,35,1,10,1,4.8,2,3,2,2,1,3,5
753,39,2,16,1,85,35,1,25,1,4.2,2,1,2,2,17,5,3
754,47,2,4,3,54,21,2,21,1,3.4,2,6,2,2,27,6,6
755,36,2,7,1,41,33,1,17,2,2.9,2,6,2,2,3,4,6
756,66,2,5,4,24,9,2,23,2,3.3,2,3,2,2,22,5,7
757,62,2,2,1,99,26,3,15,3,4.8,2,5,2,2,24,2,4
758,41,2,10,2,32,23,2,19,1,3.8,2,6,2,2,18,4,6
759,66,2,18,3,71,21,1,16,3,4.6,2,1,2,2,39,1,3
760,51,2,6,2,49,39,4,9,4,2.6,2,4,2,2,25,3,4
761,33,2,7,1,50,23,4,23,1,3.4,2,3,2,2,6,2,1
762,57,2,13,1,91,28,1,25,1,4.2,2,2,2,2,26,1,7
763,45,2,2,1,46,31,2,17,1,3.9,2,5,2,2,43,4,4
764,61,2,24,2,50,33,2,4,2,2.9,2,1,2,2,6,3,5
765,55,2,20,2,39,46,4,20,1,4.2,2,3,2,2,6,4,6
766,54,2,21,3,99,2,2,17,3,3.0,2,6,2,2,13,2,6
767,57,2,7,1,48,28,2,6,4,3.6,2,4,2,2,13,5,5
768,27,2,5,4,77,38,2,4,1,2.5,2,4,2,2,11,2,1
769,64,2,1,1,95,13,4,19,2,2.6,2,2,2,2,45,6,7
770,52,2,22,2,100,8,2,20,2,4.3,2,6,2,2,8,5,5
771,19,2,21,3,54,45,2,8,2,3.3,2,2,2,2,8,3,1
772,22,2,24,2,68,11,1,6,1,2.6,2,4,2,2,34,1,4
773,18,2,12,2,22,13,1,21,1,3.6,2,3,2,2,40,4,2
774,29,2,9,1,84,5,1,10,4,2.6,2,2,2,2,14,4,2
775,42,2,9,1,46,28,2,25,3,3.5,2,5,2,2,11,3,6
776,49,2,8,1,53,17,3,7,4,3.0,2,6,2,2,8,5,5
777,49,2,17,2,60,1,2,13,2,5.0,2,5,2,2,8,6,3
778,55,2,22,2,32,50,4,20,2,2.5,2,2,2,2,37,6,7
779,29,2,22,2,50,21,2,25,3,2.9,2,6,2,2,23,4,1
780,60,2,6,2,94,44,2,3,2,4.6,2,2,2,2,38,2,1
781,34,2,18,3,26,32,2,22,2,3.6,2,3,2,2,38,2,6
782,30,2,16,1,44,45,1,10,4,3.0,2,6,2,2,12,3,4
783,28,2,10,2,57,11,2,9,3,4.5,2,5,2,2,15,2,7
784,63,2,25,2,65,18,1,18,4,4.5,2,4,2,2,38,5,4
785,31,2,12,2,72,1,2,16,4,3.2,2,6,2,2,41,1,3
786,46,2,19,2,62,18,3,18,2,4.0,2,4,2,2,37,5,4
787,70,2,9,1,21,14,3,21,4,4.8,2,2,2,2,16,1,3
788,53,2,8,1,85,22,3,9,2,3.7,2,3,2,2,25,6,7
789,50,2,14,2,51,39,4,25,3,3.8,2,6,2,2,18,1,6
790,33,2,8,1,84,12,3,18,1,2.7,2,5,2,2,4,3,2
791,22,2,24,2,37,18,2,10,3,4.9,2,6,2,2,12,1,6
792,50,2,16,1,44,33,3,12,3,3.1,2,1,2,2,35,5,4
793,34,2,21,3,45,30,2,23,2,4.2,2,4,2,2,45,6,7
794,24,2,14,2,35,1,1,13,3,3.8,2,3,2,2,16,3,5
795,69,2,1,1,50,17,4,25,4,4.2,2,6,2,2,10,4,4
796,39,2,15,3,26,32,2,1,3,4.6,2,6,2,2,34,6,1
797,42,2,22,2,78,3,4,2,1,4.0,2,1,2,2,43,3,1
798,42,2,5,4,82,20,2,23,1,4.0,2,1,2,2,38,4,7
799,29,2,22,2,39,2,2,23,2,3.8,2,1,2,2,48,5,3
800,55,2,2,1,55,28,1,4,3,3.3,2,3,2,2,31,5,1
801,32,2,22,2,20,44,3,7,3,2.6,2,3,2,2,20,2,3
802,25,2,2,1,29,31,1,3,1,4.9,2,2,2,2,12,3,4
803,38,2,14,2,41,8,2,21,4,3.5,2,4,2,2,2,1,7
804,32,2,19,2,38,7,1,20,4,2.8,2,2,2,2,30,6,3
805,43,2,4,3,47,24,2,13,3,2.6,2,6,2,2,28,6,6
806,41,2,6,2,30,7,1,24,3,3.7,2,4,2,2,40,4,5
807,56,2,12,2,56,9,1,5,3,2.7,2,5,2,2,46,5,6
808,27,2,25,2,89,32,3,4,4,3.3,2,2,2,2,15,3,7
809,46,2,18,3,96,49,1,11,1,4.6,2,4,2,2,38,2,3
810,48,2,4,3,81,40,2,23,1,4.9,2,4,2,2,30,5,2
811,52,2,16,1,83,41,3,11,1,4.9,2,6,2,2,32,4,2
812,18,2,21,3,35,13,2,9,4,2.7,2,3,2,2,36,6,6
813,64,2,4,3,56,2,2,14,3,3.2,2,5,2,2,32,3,7
814,54,2,8,1,45,26,3,14,3,2.9,2,6,2,2,14,4,1
815,31,2,17,2,62,23,2,17,4,3.8,2,2,2,2,8,5,5
816,30,2,9,1,84,48,1,21,2,3.0,2,4,2,2,27,6,2
817,26,2,24,2,24,13,1,6,3,3.9,2,6,2,2,24,4,5
818,25,2,8,1,21,28,3,8,2,4.7,2,6,2,2,30,5,4
819,59,2,17,2,91,12,2,16,4,4.9,2,6,2,2,34,4,5
820,55,2,23,1,36,6,3,21,4,4.8,2,4,2,2,28,4,6
821,56,2,21,3,39,18,2,22,2,2.5,2,1,2,2,27,4,5
822,62,2,10,2,39,45,2,9,2,3.9,2,5,2,2,31,3,2
823,35,2,17,2,59,24,1,12,4,3.4,2,5,2,2,23,1,1
824,51,2,23,1,27,10,2,9,4,2.5,2,3,2,2,11,3,6
825,61,2,3,2,94,10,2,24,2,3.0,2,6,2,2,48,2,6
826,27,2,2,1,94,27,4,4,1,3.6,2,4,2,2,17,2,5
827,54,2,6,2,94,21,2,18,4,3.6,2,5,2,2,36,5,7
828,31,2,18,3,51,6,3,9,1,4.1,2,3,2,2,33,1,4
829,24,2,22,2,62,28,2,16,1,3.7,2,1,2,2,27,5,2
830,42,2,22,2,57,12,3,20,2,3.1,2,1,2,2,14,3,4
831,41,2,19,2,76,50,2,13,1,4.2,2,2,2,2,5,3,1
832,66,2,7,1,63,47,2,19,3,4.3,2,2,2,2,47,2,3
833,58,2,11,4,80,5,1,3,1,2.5,2,2,2,2,28,2,2
834,43,2,8,1,68,36,2,18,1,3.5,2,5,2,2,11,3,1
835,52,2,1,1,89,28,2,10,3,3.1,2,3,2,2,18,3,7
836,35,2,4,3,26,20,1,10,3,2.5,2,4,2,2,21,4,7
837,23,2,7,1,90,48,1,23,4,3.9,2,6,2,2,22,2,2
838,25,2,10,2,28,13,1,4,2,4.9,2,2,2,2,33,2,3
839,33,2,5,4,29,17,2,8,2,4.3,2,2,2,2,49,3,1
840,48,2,17,2,31,13,1,21,2,2.6,2,3,2,2,10,4,3
841,42,2,17,2,24,1,1,21,3,4.2,2,1,2,2,18,5,7
842,55,2,24,2,88,43,2,1,3,2.6,2,6,2,2,28,5,4
843,59,2,17,2,87,25,2,23,2,3.6,2,2,2,2,25,5,7
844,65,2,10,2,80,38,3,1,3,3.2,2,2,2,2,6,5,7
845,59,2,15,3,48,25,1,18,4,4.4,2,2,2,2,44,6,2
846,31,2,2,1,21,22,4,5,4,3.7,2,5,2,2,30,6,5
847,49,2,4,3,72,17,2,17,2,3.7,2,2,2,2,42,4,6
848,53,2,10,2,44,30,1,3,1,4.1,2,5,2,2,30,5,5
849,48,2,15,3,73,8,2,11,1,3.6,2,6,2,2,33,3,2
850,23,2,12,2,61,25,3,5,2,4.3,2,2,2,2,24,5,6
851,68,2,18,3,20,7,1,22,4,2.6,2,6,2,2,13,6,5
852,35,2,15,3,86,21,2,19,3,2.9,2,2,2,2,19,4,5
853,34,2,6,2,60,9,1,25,2,4.2,2,4,2,2,23,4,3
854,62,2,9,1,43,8,1,15,4,4.0,2,3,2,2,35,2,5
855,21,2,14,2,44,5,1,3,2,4.3,2,3,2,2,22,6,5
856,70,2,22,2,76,37,1,7,2,3.0,2,1,2,2,14,3,6
857,55,2,17,2,33,2,2,7,3,3.5,2,2,2,2,47,4,4
858,43,2,19,2,60,25,1,6,1,3.0,2,5,2,2,50,4,3
859,19,2,11,4,26,36,1,14,1,3.1,2,3,2,2,33,5,7
860,47,2,10,2,73,49,2,21,4,4.0,2,4,2,2,7,4,5
861,26,2,18,3,87,40,2,13,2,4.1,2,5,2,2,3,2,5
862,46,2,20,2,100,46,4,9,2,3.3,2,1,2,2,35,3,3
863,19,2,5,4,84,4,2,5,4,4.9,2,5,2,2,13,5,4
864,49,2,21,3,41,45,2,6,3,3.9,2,5,2,2,42,5,4
865,51,2,12,2,59,17,3,5,4,3.9,2,4,2,2,5,5,1
866,64,2,3,2,26,6,1,5,4,4.8,2,6,2,2,23,6,1
867,67,2,23,1,69,31,2,11,3,2.7,2,3,2,2,11,5,2
868,37,2,11,4,20,6,2,22,2,3.1,2,3,2,2,23,1,4
869,40,2,6,2,83,33,2,9,3,3.2,2,4,2,2,2,3,3
870,38,2,9,1,54,29,2,20,2,2.7,2,1,2,2,33,5,7
871,66,2,10,2,66,48,2,3,1,2.5,2,5,2,2,6,1,2
872,47,2,8,1,42,11,2,5,2,2.6,2,4,2,2,45,4,6
873,56,2,12,2,33,34,2,17,2,2.9,2,5,2,2,25,2,6
874,51,2,4,3,77,24,2,17,3,4.2,2,3,2,2,24,6,6
875,25,2,11,4,65,19,2,12,1,4.4,2,3,2,2,10,6,3
876,37,2,15,3,39,34,1,8,3,4.1,2,3,2,2,7,1,3
877,41,2,2,1,51,27,1,8,3,3.8,2,1,2,2,1,4,7
878,64,2,8,1,65,27,2,15,4,4.9,2,4,2,2,45,6,3
879,23,2,23,1,89,42,3,2,3,4.9,2,2,2,2,37,4,7
880,62,2,20,2,76,50,3,11,2,4.1,2,3,2,2,14,5,6
881,39,2,1,1,75,28,1,19,2,3.1,2,2,2,2,25,4,5
882,52,2,15,3,61,40,2,20,3,2.7,2,4,2,2,18,6,1
883,50,2,4,3,35,46,2,6,1,3.8,2,4,2,2,37,2,3
884,28,2,21,3,37,38,3,7,1,4.3,2,3,2,2,30,1,5
885,67,2,20,2,91,11,1,25,4,4.1,2,2,2,2,34,1,7
886,41,2,6,2,99,35,1,18,1,4.4,2,3,2,2,49,4,3
887,19,2,19,2,54,44,3,4,3,3.6,2,2,2,2,48,1,5
888,70,2,8,1,47,23,1,22,4,3.3,2,1,2,2,33,5,4
889,49,2,16,1,77,29,3,7,2,3.6,2,2,2,2,44,2,1
890,59,2,2,1,84,3,3,14,1,2.8,2,3,2,2,50,6,7
891,52,2,7,1,51,32,3,18,2,4.3,2,1,2,2,47,3,5
892,20,2,20,2,26,38,3,11,3,3.9,2,6,2,2,24,5,3
893,31,2,19,2,64,31,1,8,3,2.7,2,3,2,2,43,4,5
894,33,2,1,1,51,27,2,19,2,4.7,2,2,2,2,14,6,5
895,44,2,10,2,60,50,1,18,2,3.8,2,3,2,2,3,4,6
896,40,2,9,1,69,24,4,14,2,4.7,2,4,2,2,33,4,6
897,69,2,13,1,29,4,2,11,2,4.7,2,2,2,2,38,2,4
898,29,2,17,2,91,13,2,8,2,3.4,2,2,2,2,46,6,7
899,54,2,2,1,70,28,1,19,2,3.5,2,1,2,2,19,1,3
900,65,2,24,2,58,39,2,16,3,4.0,2,5,2,2,20,5,1
901,54,2,9,1,98,48,1,8,1,3.3,2,3,2,2,42,1,6
902,60,2,16,1,68,25,1,23,3,4.7,2,1,2,2,34,2,5
903,43,2,9,1,44,17,2,1,3,2.8,2,4,2,2,5,2,5
904,44,2,11,4,45,47,2,3,4,3.3,2,2,2,2,3,5,6
905,69,2,25,2,99,2,1,12,2,2.9,2,3,2,2,46,5,3
906,46,2,6,2,68,24,3,6,2,2.8,2,5,2,2,16,6,1
907,41,2,14,2,56,40,2,19,2,4.2,2,5,2,2,21,4,2
908,32,2,24,2,43,25,1,6,4,4.4,2,2,2,2,34,3,2
909,26,2,23,1,99,30,2,22,4,3.6,2,3,2,2,9,5,3
910,61,2,2,1,56,18,1,20,1,2.7,2,2,2,2,36,5,7
911,49,2,10,2,25,40,3,17,2,3.4,2,2,2,2,22,3,5
912,53,2,14,2,74,45,2,2,4,2.8,2,1,2,2,2,1,6
913,24,2,10,2,56,4,2,9,4,3.4,2,4,2,2,32,1,5
914,37,2,21,3,47,44,2,25,1,2.6,2,4,2,2,29,2,3
915,43,2,6,2,67,47,1,18,3,4.1,2,5,2,2,27,6,3
916,31,2,6,2,22,39,1,18,4,2.9,2,6,2,2,33,3,4
917,49,2,12,2,34,13,3,3,2,2.7,2,5,2,2,16,6,5
918,69,2,24,2,64,25,2,13,2,3.7,2,5,2,2,11,1,6
919,65,2,19,2,42,33,2,15,2,4.3,2,1,2,2,11,2,4
920,41,2,17,2,82,21,1,9,4,2.6,2,1,2,2,17,4,2
921,37,2,2,1,81,4,4,7,3,4.3,2,3,2,2,37,2,7
922,70,2,5,4,24,41,1,20,3,4.1,2,2,2,2,18,5,7
923,63,2,21,3,60,10,2,6,1,4.2,2,5,2,2,13,3,5
924,55,2,17,2,24,4,2,20,2,4.2,2,1,2,2,7,5,7
925,52,2,22,2,78,16,4,1,4,3.1,2,5,2,2,37,2,6
926,22,2,12,2,88,3,1,21,4,4.9,2,2,2,2,8,2,5
927,54,2,12,2,63,21,4,9,2,4.4,2,2,2,2,11,2,2
928,28,2,21,3,78,31,1,2,3,4.4,2,5,2,2,8,6,2
929,67,2,6,2,37,4,4,25,4,3.4,2,6,2,2,31,2,3
930,59,2,4,3,94,27,2,24,1,4.5,2,1,2,2,26,4,4
931,26,2,25,2,78,11,1,9,1,4.5,2,6,2,2,20,3,2
932,24,2,5,4,36,27,2,20,4,4.1,2,5,2,2,24,1,4
933,62,2,20,2,24,14,1,3,4,3.2,2,5,2,2,45,4,2
934,70,2,21,3,84,6,2,12,2,2.7,2,6,2,2,33,4,5
935,45,2,12,2,47,37,3,25,2,3.7,2,2,2,2,21,1,5
936,58,2,10,2,51,35,1,24,1,2.6,2,6,2,2,2,1,4
937,31,2,18,3,84,19,2,17,3,2.7,2,3,2,2,28,2,7
938,32,2,19,2,24,15,2,12,3,2.7,2,2,2,2,18,6,6
939,36,2,3,2,97,49,3,21,1,4.8,2,3,2,2,21,4,4
940,25,2,25,2,89,32,1,10,4,4.8,2,4,2,2,24,3,5
941,48,2,2,1,44,6,3,13,2,2.6,2,6,2,2,15,5,3
942,39,2,8,1,35,13,1,2,4,4.5,2,1,2,2,38,5,3
943,26,2,6,2,91,3,2,6,4,3.2,2,2,2,2,38,5,2
944,32,2,9,1,63,36,1,6,4,3.8,2,4,2,2,13,6,4
945,54,2,2,1,97,14,3,8,2,4.8,2,2,2,2,39,2,2
946,38,2,4,3,38,23,2,23,3,4.1,2,6,2,2,8,6,3
947,46,2,5,4,24,38,4,3,2,2.8,2,4,2,2,4,5,6
948,57,2,3,2,32,14,2,5,4,3.9,2,6,2,2,6,2,3
949,49,2,9,1,90,1,1,14,3,4.9,2,2,2,2,11,6,3
950,33,2,12,2,36,26,2,14,3,3.4,2,5,2,2,49,6,5
951,54,2,1,1,37,31,4,22,4,4.1,2,3,2,2,30,5,6
952,47,2,6,2,51,2,2,6,3,2.9,2,2,2,2,34,1,5
953,36,2,9,1,71,12,3,19,1,3.1,2,1,2,2,28,5,5
954,68,2,23,1,50,44,3,6,2,3.6,2,1,2,2,36,6,6
955,60,2,9,1,74,18,3,22,1,3.5,2,5,2,2,18,3,3
956,55,2,6,2,75,24,1,11,3,3.4,2,3,2,2,4,5,5
957,29,2,17,2,99,24,4,6,2,2.9,2,1,2,2,42,4,6
958,38,2,16,1,23,14,4,23,2,4.7,2,6,2,2,11,2,6
959,70,2,21,3,53,47,4,1,4,4.4,2,3,2,2,31,3,2
960,36,2,20,2,99,28,2,6,2,2.6,2,5,2,2,12,2,4
961,18,2,13,1,48,18,4,10,2,4.4,2,5,2,2,20,6,6
962,62,2,4,3,72,38,1,14,1,3.7,2,4,2,2,37,4,6
963,29,2,23,1,64,22,1,9,2,4.4,2,5,2,2,26,4,4
964,21,2,4,3,63,40,1,9,2,2.5,2,1,2,2,14,3,7
965,42,2,15,3,51,3,2,1,2,2.6,2,4,2,2,12,6,2
966,43,2,4,3,55,8,1,2,2,5.0,2,6,2,2,10,3,1
967,58,2,6,2,55,17,2,4,2,4.9,2,2,2,2,19,2,1
968,27,2,10,2,26,10,3,20,3,3.7,2,6,2,2,4,2,7
969,57,2,19,2,67,33,1,8,3,3.1,2,4,2,2,48,1,6
970,40,2,5,4,31,5,3,17,1,3.2,2,2,2,2,37,5,5
971,45,2,12,2,66,5,3,13,4,4.4,2,3,2,2,4,2,5
972,47,2,23,1,67,14,2,6,3,4.3,2,4,2,2,15,3,7
973,61,2,21,3,61,6,1,7,4,3.0,2,5,2,2,33,3,7
974,60,2,11,4,75,6,2,21,1,3.5,2,1,2,2,30,1,6
975,69,2,20,2,90,33,2,1,2,3.6,2,1,2,2,23,1,5
976,58,2,24,2,40,47,2,14,3,3.8,2,1,2,2,2,1,7
977,34,2,25,2,90,9,2,8,1,3.6,2,2,2,2,50,3,3
978,20,2,2,1,20,47,2,2,2,4.6,2,2,2,2,34,2,2
979,56,2,7,1,40,6,2,22,3,2.5,2,5,2,2,33,3,7
980,64,2,9,1,33,29,3,4,1,3.5,2,6,2,2,34,4,5
981,56,2,4,3,98,20,3,12,2,4.0,2,3,2,2,39,5,3
982,27,2,2,1,42,20,2,20,2,3.5,2,4,2,2,47,3,6
983,35,2,5,4,62,43,3,19,3,3.2,2,5,2,2,37,5,5
984,24,2,9,1,45,31,1,10,4,3.5,2,3,2,2,40,6,2
985,26,2,18,3,78,44,2,9,3,3.4,2,3,2,2,8,3,2
986,32,2,8,1,80,48,2,8,1,5.0,2,2,2,2,12,1,1
987,54,2,16,1,96,7,3,16,2,4.5,2,6,2,2,36,1,5
988,62,2,8,1,47,48,2,5,3,2.8,2,2,2,2,48,5,7
989,50,2,14,2,84,35,2,15,4,4.9,2,1,2,2,47,5,4
990,70,2,18,3,31,43,2,1,2,3.1,2,6,2,2,2,1,5
991,48,2,23,1,63,47,3,25,2,4.8,2,6,2,2,24,2,7
992,20,2,19,2,97,49,4,24,2,2.7,2,5,2,2,40,1,2
993,46,2,11,4,99,18,2,8,4,4.6,2,2,2,2,50,4,7
994,51,2,15,3,90,15,2,16,4,4.4,2,6,2,2,25,2,7
995,53,2,18,3,68,32,1,23,1,3.2,2,2,2,2,20,4,5
996,44,2,13,1,80,12,2,12,2,3.0,2,1,2,2,10,6,7
997,29,2,15,3,91,8,1,13,3,4.9,2,5,2,2,32,1,6
998,64,2,14,2,30,17,2,6,2,3.6,2,2,2,2,31,2,4
999,51,2,18,3,90,7,2,24,2,3.8,2,4,2,2,48,1,2
1000,50,2,22,2,28,31,1,4,2,2.9,2,5,2,2,23,4,5
1001,43,2,22,2,46,10,2,19,4,3.9,2,2,2,2,1,1,2
1002,61,2,6,2,60,47,2,15,1,3.6,2,5,2,2,4,4,4
1003,55,2,18,3,59,34,2,24,2,3.5,2,6,2,2,3,1,2
1004,56,2,9,1,68,35,2,9,1,4.0,2,6,2,2,3,2,2
1005,33,2,1,1,79,42,2,2,3,4.8,2,1,2,2,44,2,1
1006,43,2,1,1,94,32,2,7,4,3.9,2,6,2,2,5,4,2
1007,21,2,14,2,83,22,3,11,3,4.5,2,4,2,2,50,6,6
1008,58,2,7,1,62,10,4,22,2,4.8,2,5,2,2,2,3,1
1009,41,2,16,1,85,31,2,17,2,2.6,2,6,2,2,29,5,1
1010,39,2,10,2,30,18,2,20,3,3.1,2,2,2,2,11,6,1
1011,54,2,12,2,24,41,4,8,2,4.7,2,1,2,2,37,3,4
1012,43,2,1,1,25,26,1,10,2,2.9,2,4,2,2,32,4,4
1013,28,2,15,3,37,31,1,21,3,3.8,2,2,2,2,27,3,1
1014,59,2,2,1,69,40,4,9,3,3.8,2,1,2,2,31,6,2
1015,28,2,18,3,97,35,2,23,3,3.0,2,5,2,2,36,4,4
1016,68,2,7,1,24,33,2,6,3,4.1,2,5,2,2,34,2,7
1017,20,2,2,1,30,12,4,3,3,3.4,2,2,2,2,15,1,3
1018,21,2,11,4,53,36,1,15,1,2.5,2,2,2,2,14,3,1
1019,50,2,6,2,70,10,4,5,2,4.9,2,4,2,2,46,2,7
1020,32,2,17,2,76,17,3,1,4,2.8,2,5,2,2,33,6,2
1021,24,2,16,1,95,8,2,2,1,4.5,2,2,2,2,41,4,1
1022,55,2,5,4,51,21,3,11,4,4.9,2,1,2,2,39,5,7
1023,61,2,8,1,41,27,2,11,4,4.9,2,6,2,2,7,2,1
1024,61,2,23,1,71,19,3,22,4,3.5,2,3,2,2,29,1,3
1025,28,2,25,2,66,38,2,18,3,3.5,2,3,2,2,18,6,6
1026,60,2,17,2,84,27,2,14,4,4.9,2,3,2,2,15,3,1
1027,49,2,8,1,95,46,1,22,4,3.0,2,2,2,2,39,5,2
1028,33,2,13,1,90,35,1,21,3,2.8,2,4,2,2,11,2,5
1029,45,2,10,2,36,27,3,11,3,3.7,2,5,2,2,4,2,4
1030,29,2,7,1,22,35,2,18,2,3.6,2,1,2,2,33,6,2
1031,58,2,5,4,89,17,1,3,4,3.3,2,4,2,2,37,4,6
1032,22,2,15,3,50,42,2,21,2,3.4,2,3,2,2,32,2,6
1033,55,2,4,3,36,19,2,11,1,4.0,2,3,2,2,44,3,6
1034,19,2,14,2,52,26,3,20,2,4.6,2,3,2,2,41,1,6
1035,68,2,22,2,29,20,2,14,1,4.2,2,4,2,2,44,1,7
1036,61,2,3,2,89,10,2,4,1,2.8,2,2,2,2,32,6,1
1037,68,2,8,1,47,11,2,25,1,3.7,2,1,2,2,13,1,5
1038,52,2,13,1,25,39,4,4,2,3.4,2,5,2,2,48,4,6
1039,41,2,14,2,74,27,4,6,1,3.0,2,2,2,2,3,1,7
1040,29,2,2,1,46,22,2,12,1,4.8,2,5,2,2,39,6,5
1041,68,2,12,2,22,33,3,12,1,4.0,2,4,2,2,7,2,4
1042,36,2,17,2,25,23,2,15,3,4.9,2,4,2,2,11,2,4
1043,55,2,2,1,80,20,2,13,2,4.9,2,4,2,2,47,3,7
1044,28,2,12,2,76,11,2,9,2,3.3,2,1,2,2,28,4,4
1045,39,2,12,2,30,37,1,21,3,4.4,2,4,2,2,17,1,3
1046,54,2,24,2,79,31,1,2,1,3.5,2,1,2,2,11,5,2
1047,40,2,21,3,22,13,2,12,4,4.2,2,5,2,2,12,6,1
1048,31,2,22,2,36,44,3,14,1,4.2,2,5,2,2,7,3,4
1049,30,2,22,2,77,19,1,25,1,2.7,2,5,2,2,19,6,4
1050,45,2,23,1,33,46,3,18,1,2.8,2,6,2,2,24,2,6
1051,48,2,21,3,64,9,2,1,4,3.8,2,4,2,2,19,6,5
1052,45,2,22,2,53,35,2,10,1,2.6,2,3,2,2,39,5,1
1053,60,2,18,3,36,46,4,17,1,3.0,2,1,2,2,1,3,4
1054,59,2,3,2,70,16,2,3,2,3.3,1,1,2,2,10,4,2
1055,18,2,19,2,96,4,1,6,4,4.9,1,2,2,2,48,5,6
1056,70,2,11,4,27,21,2,15,2,3.3,1,4,2,2,24,4,1
1057,20,2,24,2,64,12,1,2,4,2.9,1,1,2,2,42,6,4
1058,65,2,11,4,23,49,3,13,2,4.4,1,1,2,2,20,3,7
1059,29,2,16,1,33,31,1,23,3,3.1,1,4,2,2,49,1,3
1060,22,2,11,4,34,33,2,1,4,2.5,1,5,2,2,25,4,5
1061,27,2,24,2,35,15,3,8,3,2.6,1,4,2,2,21,4,3
1062,36,2,5,4,62,12,2,8,3,4.4,1,3,2,2,12,6,3
1063,59,2,4,3,75,35,2,4,1,2.6,1,4,2,2,21,4,3
1064,62,2,10,2,29,1,3,10,3,3.3,1,3,2,2,35,2,5
1065,34,2,9,1,28,50,2,23,2,3.5,1,2,2,2,42,3,3
1066,59,2,25,2,20,1,4,3,2,4.1,1,6,2,2,3,5,3
1067,49,2,5,4,96,24,2,19,4,4.0,1,6,2,2,11,5,2
1068,18,2,6,2,43,38,3,16,3,2.7,1,1,2,2,22,5,6
1069,55,2,17,2,94,50,2,14,1,2.5,1,5,2,2,47,3,7
1070,38,2,20,2,81,20,4,24,1,4.3,1,4,2,2,33,6,3
1071,50,2,13,1,75,33,2,12,3,3.3,1,3,2,2,50,4,7
1072,61,2,9,1,81,38,2,1,3,2.6,1,2,2,2,46,3,5
1073,48,2,19,2,92,12,1,7,1,3.5,1,2,2,2,34,4,4
1074,22,2,16,1,96,5,4,18,2,4.0,1,6,2,2,33,3,5
1075,48,2,13,1,71,42,3,24,1,2.6,1,5,2,2,45,1,4
1076,57,2,23,1,50,25,1,10,3,4.9,1,4,2,2,32,4,2
1077,33,2,5,4,72,34,1,5,2,2.9,1,5,2,2,47,6,2
1078,58,2,11,4,28,48,2,17,4,3.7,1,5,2,2,5,5,6
1079,37,2,24,2,59,3,2,20,1,4.4,1,2,2,2,49,3,4
1080,18,2,5,4,33,36,3,3,3,4.4,1,3,2,2,48,1,5
1081,65,2,16,1,59,38,1,3,1,3.8,1,2,2,2,22,2,3
1082,62,2,2,1,30,12,4,4,2,4.5,1,5,2,2,45,3,1
1083,54,2,9,1,85,40,4,6,4,2.6,1,4,2,2,30,6,6
1084,35,2,1,1,97,47,1,21,3,3.3,1,6,2,2,43,2,7
1085,34,2,25,2,36,4,3,18,1,4.1,1,4,2,2,48,2,6
1086,25,2,13,1,85,44,2,22,4,3.0,1,6,2,2,23,6,4
1087,53,2,23,1,62,2,2,14,4,3.0,1,3,2,2,27,5,2
1088,45,2,12,2,71,48,3,24,4,3.4,1,4,2,2,7,1,5
1089,49,2,14,2,21,18,2,22,4,2.7,1,3,2,2,2,5,7
1090,40,2,1,1,61,3,2,20,2,3.8,1,4,2,2,33,5,2
